Gold label; Gold Positions; Gold liks; System Label; System Positions; Syste, links; System; URI Sent
Connecticut;268-279; https://en.wikipedia.org/wiki/Connecticut ;state of Connecticut;259-279; https://en.wikipedia.org/wiki/Connecticut; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence109#0,292
America's Assistant Secretary of State;44-82; https://en.wikipedia.org/wiki/United_States_Assistant_Secretary_of_State ;Assistant Secretary of State;54-82; https://en.wikipedia.org/wiki/United_States_Assistant_Secretary_of_State; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence109#0,292
America's Assistant Secretary of State;44-82; https://en.wikipedia.org/wiki/United_States_Assistant_Secretary_of_State ;Assistant Secretary of State;54-82; https://en.wikipedia.org/wiki/United_States_Assistant_Secretary_of_State; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence109#0,292
Connecticut;268-279; https://en.wikipedia.org/wiki/Connecticut ;state of Connecticut;259-279; https://en.wikipedia.org/wiki/Connecticut; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence109#0,292
America's Assistant Secretary of State;44-82; https://en.wikipedia.org/wiki/United_States_Assistant_Secretary_of_State ;Assistant Secretary of State;54-82; https://en.wikipedia.org/wiki/United_States_Assistant_Secretary_of_State; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence109#0,292
Bill Clinton;128-140; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;118-140; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence111#467,638
Bill Clinton;128-140; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;118-140; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence111#467,638
Bill Clinton;128-140; https://en.wikipedia.org/wiki/Bill_Clinton ;Clinton's;133-142; https://en.wikipedia.org/wiki/Bill_Clinton; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence111#467,638
Time;54-58; https://en.wikipedia.org/wiki/Time_(magazine) ;Time magazine;54-67; https://en.wikipedia.org/wiki/Time_(magazine); AIDA; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence113#840,1052
Time;54-58; https://en.wikipedia.org/wiki/Time_(magazine) ;Time magazine;54-67; https://en.wikipedia.org/wiki/Time_(magazine); Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence113#840,1052
Time;54-58; https://en.wikipedia.org/wiki/Time_(magazine) ;Time magazine;54-67; https://en.wikipedia.org/wiki/Time_(magazine); Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence113#840,1052
Time;54-58; https://en.wikipedia.org/wiki/Time_(magazine) ;Time magazine;54-67; https://en.wikipedia.org/wiki/Time_(magazine); TAGME; http://ace2004/dataset/20001115_AFP_ARB.0212.eng_sentence113#840,1052
Asia-Pacific Economic Cooperation;166-199; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation forum;166-205; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence115#342,558
Vladimir Putin;86-100; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin;95-100; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence115#342,558
Asia-Pacific Economic Cooperation;166-199; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation forum;166-205; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence115#342,558
Vladimir Putin;86-100; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin;95-100; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence115#342,558
Boris Yeltsin;27-40; https://en.wikipedia.org/wiki/Boris_Yeltsin ;Yeltsin;33-40; https://en.wikipedia.org/wiki/Boris_Yeltsin; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence117#683,879
Boris Yeltsin;27-40; https://en.wikipedia.org/wiki/Boris_Yeltsin ;Yeltsin;33-40; https://en.wikipedia.org/wiki/Boris_Yeltsin; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence117#683,879
Riotaro Hashimoto;69-86; https://en.wikipedia.org/wiki/Ryutaro_Hashimoto ;Hashimoto;77-86; https://en.wikipedia.org/wiki/Ryutaro_Hashimoto; DBps; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence117#683,879
Riotaro Hashimoto;69-86; https://en.wikipedia.org/wiki/Ryutaro_Hashimoto ;Hashimoto;77-86; https://en.wikipedia.org/wiki/Ryutaro_Hashimoto; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0217.eng_sentence117#683,879
CAIRO;2-7; https://en.wikipedia.org/wiki/Cairo ;CAIRO, Egypt;2-14; https://en.wikipedia.org/wiki/Cairo; Babelfyr; http://ace2004/dataset/APW20001001.2021.0521_sentence120#0,219
Hosni Mubarak;120-133; https://en.wikipedia.org/wiki/Hosni_Mubarak ;Mubarak;126-133; https://en.wikipedia.org/wiki/Hosni_Mubarak; Babelfyr; http://ace2004/dataset/APW20001001.2021.0521_sentence120#0,219
CAIRO;2-7; https://en.wikipedia.org/wiki/Cairo ;CAIRO, Egypt;2-14; https://en.wikipedia.org/wiki/Cairo; Babelfys; http://ace2004/dataset/APW20001001.2021.0521_sentence120#0,219
Hosni Mubarak;120-133; https://en.wikipedia.org/wiki/Hosni_Mubarak ;Mubarak;126-133; https://en.wikipedia.org/wiki/Hosni_Mubarak; Babelfys; http://ace2004/dataset/APW20001001.2021.0521_sentence120#0,219
its 1990 invasion;146-163; https://en.wikipedia.org/wiki/Invasion_of_Kuwait ;invasion of Kuwait;155-173; https://en.wikipedia.org/wiki/Invasion_of_Kuwait; Babelfyr; http://ace2004/dataset/APW20001001.2021.0521_sentence134#2222,2396
its 1990 invasion;146-163; https://en.wikipedia.org/wiki/Invasion_of_Kuwait ;invasion of Kuwait;155-173; https://en.wikipedia.org/wiki/Invasion_of_Kuwait; Babelfys; http://ace2004/dataset/APW20001001.2021.0521_sentence134#2222,2396
its 1990 invasion;146-163; https://en.wikipedia.org/wiki/Invasion_of_Kuwait ;invasion of Kuwait;155-173; https://en.wikipedia.org/wiki/Invasion_of_Kuwait; TAGME; http://ace2004/dataset/APW20001001.2021.0521_sentence134#2222,2396
Arab;21-25; https://en.wikipedia.org/wiki/Arab_world ;Arab countries;21-35; https://en.wikipedia.org/wiki/Arab_world; TAGME; http://ace2004/dataset/APW20001001.2021.0521_sentence135#2397,2492
JAKARTA;2-9; https://en.wikipedia.org/wiki/Jakarta ;JAKARTA, Indonesia;2-20; https://en.wikipedia.org/wiki/Jakarta; Babelfyr; http://ace2004/dataset/APW20001002.0615.0146_sentence141#0,164
JAKARTA;2-9; https://en.wikipedia.org/wiki/Jakarta ;JAKARTA, Indonesia;2-20; https://en.wikipedia.org/wiki/Jakarta; Babelfys; http://ace2004/dataset/APW20001002.0615.0146_sentence141#0,164
pardon;280-286; https://en.wikipedia.org/wiki/Pardon ;presidential pardon;267-286; https://en.wikipedia.org/wiki/Pardon; DBps; http://ace2004/dataset/APW20001002.0615.0146_sentence145#689,976
pardon;280-286; https://en.wikipedia.org/wiki/Pardon ;presidential pardon;267-286; https://en.wikipedia.org/wiki/Pardon; TAGME; http://ace2004/dataset/APW20001002.0615.0146_sentence145#689,976
democracy;169-178; https://en.wikipedia.org/wiki/Democracy ;pro-democracy;165-178; https://en.wikipedia.org/wiki/Democracy; TAGME; http://ace2004/dataset/APW20001002.0615.0146_sentence146#977,1204
defendant;5-14; https://en.wikipedia.org/wiki/Defendant ;co-defendant;2-14; https://en.wikipedia.org/wiki/Defendant; TAGME; http://ace2004/dataset/APW20001002.0615.0146_sentence148#1292,1474
tuition;17-24; https://en.wikipedia.org/wiki/Tuition_payments ;in-state tuition;8-24; https://en.wikipedia.org/wiki/Tuition_payments; TAGME; http://ace2004/dataset/APW20001016.1325.0321_sentence156#322,494
tuition;31-38; https://en.wikipedia.org/wiki/Tuition_payments ;colleges, tuition;21-38; https://en.wikipedia.org/wiki/Tuition_payments; TAGME; http://ace2004/dataset/APW20001016.1325.0321_sentence158#557,652
inflation;83-92; https://en.wikipedia.org/wiki/Inflation ;inflation rate;83-97; https://en.wikipedia.org/wiki/Inflation; DBps; http://ace2004/dataset/APW20001016.1325.0321_sentence160#717,828
inflation;83-92; https://en.wikipedia.org/wiki/Inflation ;inflation rate;83-97; https://en.wikipedia.org/wiki/Inflation; TAGME; http://ace2004/dataset/APW20001016.1325.0321_sentence160#717,828
San Jose, Calif;145-160; https://en.wikipedia.org/wiki/San_Jose,_California ;San Jose;145-153; https://en.wikipedia.org/wiki/San_Jose,_California; AIDA; http://ace2004/dataset/APW20001016.1325.0321_sentence163#976,1137
San Jose, Calif;145-160; https://en.wikipedia.org/wiki/San_Jose,_California ;San Jose;145-153; https://en.wikipedia.org/wiki/San_Jose,_California; TAGME; http://ace2004/dataset/APW20001016.1325.0321_sentence163#976,1137
Colleges;2-10; https://en.wikipedia.org/wiki/College ;``Colleges;0-10; https://en.wikipedia.org/wiki/College; FREMENER; http://ace2004/dataset/APW20001016.1325.0321_sentence164#1138,1229
tuition;19-26; https://en.wikipedia.org/wiki/Tuition_payments ;college tuition;11-26; https://en.wikipedia.org/wiki/Tuition_payments; Babelfyr; http://ace2004/dataset/APW20001016.1325.0321_sentence170#1846,1907
tuition;19-26; https://en.wikipedia.org/wiki/Tuition_payments ;college tuition;11-26; https://en.wikipedia.org/wiki/Tuition_payments; TAGME; http://ace2004/dataset/APW20001016.1325.0321_sentence170#1846,1907
American Council on Education;0-29; https://en.wikipedia.org/wiki/American_Council_on_Education ;American Council;0-16; https://en.wikipedia.org/wiki/American_Council_on_Education; AIDA; http://ace2004/dataset/APW20001016.1325.0321_sentence183#3369,3421
George W. Bush;31-45; https://en.wikipedia.org/wiki/George_W._Bush ;W. Bush;38-45; https://en.wikipedia.org/wiki/George_W._Bush; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
George W. Bush;31-45; https://en.wikipedia.org/wiki/George_W._Bush ;George W.;31-40; https://en.wikipedia.org/wiki/George_W._Bush; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
Al Gore;59-66; https://en.wikipedia.org/wiki/Al_Gore ;Gore;62-66; https://en.wikipedia.org/wiki/Al_Gore; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
George W. Bush;31-45; https://en.wikipedia.org/wiki/George_W._Bush ;W. Bush;38-45; https://en.wikipedia.org/wiki/George_W._Bush; Babelfys; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
George W. Bush;31-45; https://en.wikipedia.org/wiki/George_W._Bush ;George W.;31-40; https://en.wikipedia.org/wiki/George_W._Bush; Babelfys; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
Al Gore;59-66; https://en.wikipedia.org/wiki/Al_Gore ;Gore;62-66; https://en.wikipedia.org/wiki/Al_Gore; Babelfys; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
George W. Bush;31-45; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;41-45; https://en.wikipedia.org/wiki/George_W._Bush; DBps; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
Gov.;178-182; https://en.wikipedia.org/wiki/Governor ;Gov;178-181; https://en.wikipedia.org/wiki/Governor; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence184#0,233
Mrs.;12-16; https://en.wikipedia.org/wiki/Mrs. ;Mrs;12-15; https://en.wikipedia.org/wiki/Mrs.; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence191#999,1092
vice presidential;101-118; https://en.wikipedia.org/wiki/Vice_President_of_the_United_States ;vice presidential candidate;101-128; https://en.wikipedia.org/wiki/Vice_President_of_the_United_States; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence192#1093,1267
vice presidential;101-118; https://en.wikipedia.org/wiki/Vice_President_of_the_United_States ;vice presidential candidate;101-128; https://en.wikipedia.org/wiki/Vice_President_of_the_United_States; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence192#1093,1267
phone calls;191-202; https://en.wikipedia.org/wiki/Telephone_call ;calls;197-202; https://en.wikipedia.org/wiki/Telephone_call; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence193#1268,1471
opinion polls;97-110; https://en.wikipedia.org/wiki/Opinion_poll ;polls;105-110; https://en.wikipedia.org/wiki/Opinion_poll; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence198#2159,2343
opinion polls;97-110; https://en.wikipedia.org/wiki/Opinion_poll ;public opinion polls;90-110; https://en.wikipedia.org/wiki/Opinion_poll; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence198#2159,2343
opinion polls;97-110; https://en.wikipedia.org/wiki/Opinion_poll ;public opinion polls;90-110; https://en.wikipedia.org/wiki/Opinion_poll; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence198#2159,2343
Winston-Salem, N.C.;58-77; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina ;Winston-Salem;58-71; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina; AIDA; http://ace2004/dataset/APW20001017.1313.0396_sentence200#2454,2611
Winston-Salem, N.C.;58-77; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina ;Winston-Salem;58-71; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence200#2454,2611
Winston-Salem, N.C.;58-77; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina ;Winston-Salem;58-71; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina; Babelfys; http://ace2004/dataset/APW20001017.1313.0396_sentence200#2454,2611
Winston-Salem, N.C.;58-77; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina ;Winston-Salem;58-71; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina; FREMENER; http://ace2004/dataset/APW20001017.1313.0396_sentence200#2454,2611
Winston-Salem, N.C.;58-77; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina ;Winston-Salem;58-71; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence200#2454,2611
Winston-Salem, N.C.;58-77; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina ;Winston-Salem, N.C;58-76; https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence200#2454,2611
polling;11-18; https://en.wikipedia.org/wiki/Opinion_poll ;polling organization;11-31; https://en.wikipedia.org/wiki/Opinion_poll; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
Gallup;4-10; https://en.wikipedia.org/wiki/Gallup_(company) ;Gallup polling;4-18; https://en.wikipedia.org/wiki/Gallup_(company); Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
registered;144-154; https://en.wikipedia.org/wiki/Voter_registration ;registered voters;144-161; https://en.wikipedia.org/wiki/Voter_registration; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
Gallup;4-10; https://en.wikipedia.org/wiki/Gallup_(company) ;Gallup polling;4-18; https://en.wikipedia.org/wiki/Gallup_(company); Babelfys; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
polling;11-18; https://en.wikipedia.org/wiki/Opinion_poll ;polling organization;11-31; https://en.wikipedia.org/wiki/Opinion_poll; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
Gallup;4-10; https://en.wikipedia.org/wiki/Gallup_(company) ;Gallup polling;4-18; https://en.wikipedia.org/wiki/Gallup_(company); TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
registered;144-154; https://en.wikipedia.org/wiki/Voter_registration ;registered voters;144-161; https://en.wikipedia.org/wiki/Voter_registration; TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
Gallup;266-272; https://en.wikipedia.org/wiki/Gallup_(company) ;Gallup's;266-274; https://en.wikipedia.org/wiki/Gallup_(company); TAGME; http://ace2004/dataset/APW20001017.1313.0396_sentence201#2612,2904
Bush;80-84; https://en.wikipedia.org/wiki/George_W._Bush ;Bush _;80-86; https://en.wikipedia.org/wiki/George_W._Bush; FREMENER; http://ace2004/dataset/APW20001017.1313.0396_sentence202#2905,3042
campaign;146-154; https://en.wikipedia.org/wiki/Political_campaign ;presidential campaign;133-154; https://en.wikipedia.org/wiki/Political_campaign; Babelfyr; http://ace2004/dataset/APW20001017.1313.0396_sentence208#3675,3830
